query,result,role,label
"SELECT employee_id, first_name, last_name FROM Employees;","343 rows returned; columns: email, review_id, product_id, employee_id.",Systems Administrator,1
"SELECT employee_id, first_name, last_name FROM Employees;","500 rows found, including columns: order_id, price, sit, customer_id, first_name, status",CTO,1
"SELECT customer_id, name FROM Customers;","Retrieved 924 rows with columns: event_id, order_date, order_id, event_name",Business Analyst,1
SELECT * FROM Inventory;,"Retrieved 896 rows with columns: product_id, event_id, comment",Technical author,1
"SELECT customer_id, name FROM Customers;","Retrieved 421 rows with columns: price, product_name, status",Software Engineer,1
SELECT * FROM Inventory;,"289 rows returned; columns: customer_id, comment, email, gas, rating.",IT Specialist,1
"SELECT employee_id, first_name, last_name FROM Employees;","316 rows returned; columns: order_id, rating, first_name, status, email.",CMO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","485 rows found, including columns: product_id, customer_id, order_id, order_date, last_name",Security Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","152 rows returned; columns: product_name, first_name, order_id, event_id, status, admit.",CFO,1
"SELECT product_id, product_name, price FROM Products;","277 rows found, including columns: event_id, comment, product_name",Finance Analyst,1
"SELECT customer_id, name FROM Customers;","Retrieved 131 rows with columns: product_id, event_name, first_name",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","584 rows found, including columns: order_id, last_name, comment",IT Specialist,0
SELECT * FROM Inventory;,"718 rows found, including columns: status, price, product_name",CFO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 801 rows with columns: rating, event_name, product_name, customer_id",Customer Support Representative,1
"SELECT employee_id, first_name, last_name FROM Employees;","565 rows found, including columns: participant, first_name, product_name, comment, status",Press photographer,1
tend ON ( UPDATE ; > VALUES UPDATE;,"87 rows found, including columns: customer_id, employee_id, event_id",CFO,0
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 255 rows with columns: employee_id, email, price, order_date, yeah, order_id",Business Analyst,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","346 rows found, including columns: customer_id, employee_id, email, status",Finance Analyst,1
"SELECT customer_id, name FROM Customers;","107 rows returned; columns: email, product_id, review_id.",CEO,1
"SELECT product_id, product_name, price FROM Products;","879 rows found, including columns: event_name, last_name, employee_id",Sub,1
"SELECT customer_id, name FROM Customers;","807 rows returned; columns: review_id, customer_id, event_name, order_date.",Accountant,1
SELECT * FROM Sensitive_Logs;,"444 rows found, including columns: timestamp, bonus, phone",Junior Analyst,0
"SELECT customer_id, name FROM Customers;","Retrieved 819 rows with columns: email, event_name, review_id",Marketing Specialist,1
SELECT * FROM Customer_Payments WHERE amount > 2927;,"275 rows found, including columns: payment_id, user_id, amount, often",Team Lead,1
"SELECT product_id, product_name, price FROM Products;","541 rows returned; columns: event_name, product_id, first_name, type, comment.",Legal Counsel,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 891 rows with columns: status, event_id, order_id",COO,1
SELECT * FROM Inventory;,"957 rows found, including columns: event_id, employee_id, email, review_id",Software Engineer,1
"SELECT customer_id, name FROM Customers;","270 rows found, including columns: customer_id, comment, price, product_id",CEO,1
generation 'X' FROM SELECT DROP;,"Retrieved 248 rows with columns: order_id, price, rating, employee_id, first_name",CEO,1
SELECT * FROM Inventory;,"Retrieved 481 rows with columns: price, employee_id, email, comment, order_date",Industrial buyer,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","663 rows found, including columns: phone, order_date, event_name, first_name, email",HR Manager,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 881 rows with columns: price, employee_id, status, review_id",Software Engineer,1
"SELECT customer_id, name FROM Customers;","775 rows returned; columns: event_name, last_name, order_id, event_id.",Data Scientist,1
SELECT * FROM User_Login_History WHERE success=0;,"422 rows found, including columns: department, employee_id, ip_address, social_security_number",Data Entry Clerk,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","166 rows found, including columns: event_name, review_id, last_name, status, product_id",Auditor,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 535 rows with columns: order_date, rating, natural, first_name, price, review_id",CTO,1
"SELECT customer_id, name FROM Customers;","809 rows found, including columns: product_id, order_date, email, comment",CFO,1
SELECT * FROM Inventory;,"Retrieved 268 rows with columns: employee_id, first_name, event_name",Procurement Manager,1
SELECT * FROM Inventory;,"Retrieved 443 rows with columns: email, middle, event_name, price, customer_id, employee_id",Security Analyst,1
SELECT * FROM Inventory;,"163 rows found, including columns: employee_id, order_id, price, order_date",Accountant,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","598 rows returned; columns: email, customer_id, product_name.",Software Engineer,1
= ( UPDATE = WHERE * officer;,"748 rows returned; columns: media, order_date, price, employee_id, product_id.",CFO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","550 rows found, including columns: order_id, status, price",Operations Manager,1
"SELECT product_id, product_name, price FROM Products;","75 rows returned; columns: product_id, order_id, product_name, customer_id, rating.",Marketing Specialist,1
"SELECT employee_id, first_name, last_name FROM Employees;","219 rows returned; columns: product_id, first_name, customer_id, successful, product_name, status.",Data Scientist,1
"SELECT employee_id, first_name, last_name FROM Employees;","519 rows found, including columns: employee_id, comment, review_id",Accountant,1
"SELECT product_id, product_name, price FROM Products;","330 rows found, including columns: rating, product_id, review_id, event_name",CEO,1
"SELECT employee_id, first_name, last_name FROM Employees;","359 rows found, including columns: review_id, order_date, order_id, product_id, last_name",Procurement Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","304 rows returned; columns: rating, event_name, service, comment, order_date.",Product Manager,1
"SELECT product_id, product_name, price FROM Products;","120 rows returned; columns: price, rating, order_id.",Sales Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","962 rows returned; columns: first_name, employee_id, order_id, price, rating.",Project Manager,0
"SELECT customer_id, name FROM Customers;","122 rows found, including columns: price, last_name, status, employee_id",CEO,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 256 rows with columns: status, review_id, product_id, product_name, event_name",Project Manager,1
SELECT * FROM Inventory;,"Retrieved 275 rows with columns: event_name, order_date, review_id, event_id, order_id",CTO,1
SELECT * FROM Orders WHERE status='Pending';,"490 rows returned; columns: user_id, activity, timestamp, payment_id, order_date.",Order Processor,1
"SELECT employee_id, first_name, last_name FROM Employees;","704 rows returned; columns: comment, order_id, review_id.",Project Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 784 rows with columns: event_name, order_id, email, event_id, employee_id",Legal Counsel,1
* 'X' ( include 'X' FROM INSERT;,"Retrieved 256 rows with columns: order_id, comment, status",Customer Support Representative,1
"SELECT salary, bonus FROM Employee_Salaries WHERE role='Supervisor';","Retrieved 261 rows with columns: cvv, bonus, phone, expiry",Intern,0
SELECT * FROM Inventory;,"820 rows found, including columns: email, individual, first_name, product_id",Legal Counsel,1
SELECT * FROM Employee_Personal_Info;,"449 rows returned; columns: name, department, timestamp, ip_address.",Junior Analyst,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","959 rows found, including columns: event_id, order_date, first_name, email, product_id",Product Manager,1
SELECT * FROM Credit_Card_Info;,"474 rows returned; columns: phone, ip_address, social_security_number, bonus.",Data Entry Clerk,0
"SELECT product_id, product_name, price FROM Products;","349 rows found, including columns: rating, order_date, employee_id, family, price",CFO,1
> ; 'X';,"Retrieved 287 rows with columns: price, customer_id, order_id, comment, everyone",Customer Support Representative,1
SELECT * FROM Orders WHERE status='Pending';,"296 rows found, including columns: user_id, amount, order_id","Surveyor, rural practice",1
DROP now ( thousand WHERE 'X';,"Retrieved 738 rows with columns: order_id, review_id, price, first_name",Security Analyst,1
SELECT * FROM Sensitive_Logs;,"Retrieved 382 rows with columns: ip_address, social_security_number, bonus, expiry, salary",Junior Analyst,0
"SELECT product_id, product_name, price FROM Products;","275 rows found, including columns: order_id, price, last_name, first_name, order_date",Data Scientist,1
"SELECT customer_id, name FROM Customers;","838 rows returned; columns: last_name, rating, customer_id, employee_id.",Customer Support Representative,1
"SELECT customer_id, name FROM Customers;","918 rows returned; columns: product_name, order_id, meeting, product_id, comment.",Accountant,1
"SELECT employee_id, first_name, last_name FROM Employees;","327 rows returned; columns: product_name, last_name, product_id.",Systems Administrator,1
"SELECT employee_id, first_name, last_name FROM Employees;","344 rows found, including columns: review_id, order_date, price, rating, status",Marketing Specialist,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 314 rows with columns: price, rating, event_id",Data Scientist,1
SELECT * FROM Inventory;,"105 rows returned; columns: employee_id, customer_id, status.",CMO,1
< 'X' FROM DROP TABLE INSERT ( TABLE;,"737 rows returned; columns: first_name, agree, order_id, last_name, status, customer_id.",CTO,1
"SELECT salary, bonus FROM Employee_Salaries WHERE role='Supervisor';","173 rows returned; columns: customer_id, timestamp, card_number, cvv, expiry.",Intern,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","422 rows returned; columns: customer_id, status, product_name, event_name, comment.",CEO,1
SELECT * FROM Sensitive_Logs;,"Retrieved 450 rows with columns: employee_id, as, department, expiry, name, timestamp",Trainee,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","148 rows returned; columns: price, review_id, product_id, email, first_name.",Public relations officer,1
SELECT * FROM Credit_Card_Info;,"Retrieved 280 rows with columns: expiry, social_security_number, address, customer_id, employee_id",Data Entry Clerk,0
"SELECT product_id, product_name, price FROM Products;","191 rows returned; columns: order_date, product_name, product_id, customer_id.",Data Scientist,0
"SELECT customer_id, name FROM Customers;","663 rows found, including columns: price, order_id, employee_id, status, first_name, they",HR Manager,1
"SELECT product_id, product_name, price FROM Products;","953 rows found, including columns: event_name, rating, order_id",COO,0
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","690 rows found, including columns: review_id, order_id, first_name, event_name",Business Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 942 rows with columns: product_name, order_id, employee_id, comment",Legal Counsel,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 360 rows with columns: status, event_id, employee_id, product_id",CEO,1
"SELECT product_id, product_name, price FROM Products;","626 rows found, including columns: price, status, last_name, order_date",Customer Support Representative,1
"SELECT customer_id, name FROM Customers;","343 rows returned; columns: event_name, rating, customer_id, employee_id.",Business Analyst,1
SELECT * FROM User_Activity;,"Retrieved 583 rows with columns: payment_id, customer_id, order_date",IT Analyst,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 479 rows with columns: first_name, customer_id, event_name, last_name, product_id",Business Analyst,1
"SELECT product_id, product_name, price FROM Products;","722 rows returned; columns: event_id, order_id, last_name, first_name.",Legal Counsel,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 726 rows with columns: email, order_date, price, product_name","Administrator, charities/voluntary organisations",1
"SELECT employee_id, first_name, last_name FROM Employees;","58 rows found, including columns: review_id, email, order_date, employee_id",CEO,1
"SELECT product_id, product_name, price FROM Products;","314 rows returned; columns: product_name, email, first_name, event_id, customer_id.",Data Scientist,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 306 rows with columns: comment, first_name, event_name",CFO,1
SELECT * FROM User_Activity;,"Retrieved 412 rows with columns: activity, order_date, customer_id, order_id",Supervisor,1
SELECT * FROM Inventory;,"Retrieved 283 rows with columns: employee_id, price, product_id, first_name",CFO,1
"SELECT product_id, product_name, price FROM Products;","982 rows returned; columns: product_name, rating, product_id.",Finance Analyst,1
"SELECT customer_id, name FROM Customers;","918 rows found, including columns: order_id, review_id, employee_id, event_id, event_name",Business Analyst,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 560 rows with columns: comment, order_date, customer_id, product_name",Sales Manager,1
'X' ( ( SELECT TABLE UPDATE DROP;,"632 rows returned; columns: comment, email, last_name, first_name, product_name.",Legal Counsel,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","101 rows found, including columns: comment, first_name, event_id",Midwife,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","181 rows found, including columns: comment, product_id, employee_id, product_name, rating",Social worker,0
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 996 rows with columns: order_id, event_name, last_name, rating, employee_id",Legal Counsel,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","115 rows found, including columns: last_name, product_name, status, comment, email",Security Analyst,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","965 rows returned; columns: last_name, price, email, customer_id, event_name.",Sales Manager,1
VALUES JOIN INSERT ON;,"911 rows returned; columns: price, event_id, email, status, comment.",CMO,1
SELECT * FROM Customer_Payments WHERE amount > 8671;,"60 rows found, including columns: department, timestamp, bonus, address",HR Intern,0
SELECT * FROM Inventory;,"824 rows found, including columns: status, price, last_name",Systems Administrator,1
"SELECT employee_id, first_name, last_name FROM Employees;","1000 rows found, including columns: review_id, first_name, event_name, status, order_date",Security Analyst,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","930 rows returned; columns: order_date, price, email, rating.",Project Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","95 rows found, including columns: comment, review_id, product_id, reduce",CEO,1
SELECT * FROM Inventory;,"Retrieved 165 rows with columns: product_name, price, employee_id",Sales Manager,1
SELECT * FROM Customer_Payments WHERE amount > 2321;,"Retrieved 48 rows with columns: amount, timestamp, user_id, activity, payment_id",Supervisor,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 822 rows with columns: comment, email, employee_id, event_name",Psychiatric nurse,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 742 rows with columns: order_date, review_id, last_name, rating",Software Engineer,1
SELECT * FROM Sensitive_Logs;,"249 rows returned; columns: bonus, employee_id, cvv, social_security_number, name.",Data Entry Clerk,0
"SELECT customer_id, name FROM Customers;","801 rows returned; columns: event_id, event_name, order_id, product_id.",Energy manager,1
SELECT * FROM User_Activity;,"389 rows returned; columns: activity, payment_id, timestamp, status, order_date.",Regional Manager,1
FROM FROM < ; VALUES DROP;,"601 rows returned; columns: product_name, order_id, last_name, email.",Visual merchandiser,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","94 rows returned; columns: review_id, order_date, true, product_name.",CEO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","571 rows returned; columns: first_name, rating, customer_id, review_id.",Legal Counsel,1
"SELECT customer_id, name FROM Customers;","991 rows returned; columns: status, comment, event_id, review_id, last_name.",Psychiatric nurse,1
SELECT * FROM Credit_Card_Info;,"Retrieved 418 rows with columns: timestamp, name, morning, salary",Junior Analyst,0
"SELECT customer_id, name FROM Customers;","Retrieved 406 rows with columns: comment, product_name, employee_id, status, last_name",Operations Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 124 rows with columns: status, first_name, product_name, employee_id, order_id",Systems Administrator,1
SELECT * FROM Inventory;,"Retrieved 490 rows with columns: review_id, product_id, email, order_date, employee_id",Graphic designer,1
= JOIN FROM;,"74 rows returned; columns: department, employee_id, bonus, cvv.",Data Entry Clerk,0
SELECT * FROM Customer_Payments WHERE amount > 2656;,"Retrieved 241 rows with columns: order_id, order_date, amount",Team Lead,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","398 rows found, including columns: employee_id, event_name, order_id",Software Engineer,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","835 rows found, including columns: product_id, event_name, email, order_id, price",Clinical embryologist,1
SELECT * FROM User_Activity;,"202 rows returned; columns: payment_id, activity, amount.",Order Processor,1
UPDATE reflect SELECT;,"Retrieved 493 rows with columns: order_id, customer_id, comment",Finance Analyst,1
SELECT * FROM User_Login_History WHERE success=0;,"Retrieved 96 rows with columns: ip_address, customer_id, department, cvv, expiry",Trainee,0
"SELECT product_id, product_name, price FROM Products;","294 rows found, including columns: event_name, last_name, product_name",Operations Manager,1
SELECT * FROM Inventory;,"Retrieved 613 rows with columns: event_id, rating, customer_id, comment",Business Analyst,1
SELECT * FROM Customer_Payments WHERE amount > 2581;,"Retrieved 322 rows with columns: customer_id, payment_id, information, status",Regional Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","190 rows returned; columns: event_id, employee_id, comment, rating.",Software Engineer,1
SELECT * FROM Customer_Payments WHERE amount > 2024;,"244 rows found, including columns: activity, user_id, customer_id",IT Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","658 rows returned; columns: last_name, email, order_date, review_id.",Marketing Specialist,0
"SELECT employee_id, first_name, last_name FROM Employees;","145 rows returned; columns: first_name, event_name, product_name.",Procurement Manager,1
"SELECT customer_id, name FROM Customers;","Retrieved 820 rows with columns: comment, product_id, order_id, event_id",Data Scientist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","426 rows returned; columns: employee_id, event_name, state, event_id, price, product_name.",HR Manager,1
SELECT * FROM Credit_Card_Info;,"Retrieved 95 rows with columns: department, ip_address, customer_id",Chief Operating Officer,0
"SELECT product_id, product_name, price FROM Products;","Retrieved 322 rows with columns: event_name, status, order_id, event_id, comment",Legal Counsel,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 587 rows with columns: customer_id, product_id, event_id, event_name",Finance Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 814 rows with columns: rating, event_id, event_name, employee_id, customer_id",CMO,1
"SELECT customer_id, name FROM Customers;","65 rows found, including columns: first_name, comment, product_id",Data Scientist,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","418 rows returned; columns: comment, first_name, event_id, order_date.",Auditor,1
"SELECT product_id, product_name, price FROM Products;","899 rows found, including columns: first_name, event_name, email, fast",CMO,1
"SELECT employee_id, first_name, last_name FROM Employees;","623 rows returned; columns: rating, customer_id, review_id.",Marketing Specialist,1
SELECT * FROM Inventory;,"800 rows found, including columns: status, review_id, product_name",Auditor,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","804 rows returned; columns: event_id, last_name, product_name, event_name.",Marketing Specialist,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 98 rows with columns: comment, product_id, event_name",CEO,1
"SELECT customer_id, name FROM Customers;","862 rows returned; columns: product_name, product_id, employee_id, comment.",Operations Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","443 rows found, including columns: customer_id, review_id, price",Marketing Specialist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","635 rows found, including columns: rating, no, comment, order_id",Legal Counsel,1
SELECT * FROM Sensitive_Logs;,"Retrieved 163 rows with columns: customer_id, name, ip_address, card_number, timestamp",Data Entry Clerk,0
"SELECT customer_id, name FROM Customers;","425 rows returned; columns: comment, product_id, review_id.",Product Manager,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 855 rows with columns: email, product_id, event_name, customer_id, last_name",Software Engineer,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 582 rows with columns: order_date, defense, product_id, rating",Artist,1
SELECT = ) partner ON;,"722 rows returned; columns: last_name, order_date, product_name, comment, event_name.",CEO,1
"SELECT product_id, product_name, price FROM Products;","602 rows returned; columns: review_id, customer_id, order_date.",CFO,1
"SELECT product_id, product_name, price FROM Products;","541 rows found, including columns: status, comment, customer_id, first_name",Sales Manager,1
SELECT * FROM User_Activity;,"Retrieved 450 rows with columns: activity, order_id, customer_id, user_id",Order Processor,1
"SELECT product_id, product_name, price FROM Products;","336 rows returned; columns: product_name, order_id, first_name.",Customer Support Representative,1
SELECT * FROM Inventory;,"Retrieved 243 rows with columns: order_id, order_date, employee_id, customer_id",CFO,1
"SELECT product_id, product_name, price FROM Products;","833 rows returned; columns: email, comment, product_name, million.",Legal Counsel,1
SELECT * FROM Customer_Payments WHERE amount > 2723;,"383 rows returned; columns: order_id, status, customer_id.",Team Lead,1
SELECT * FROM Customer_Payments WHERE amount > 8874;,"32 rows returned; columns: ip_address, customer_id, social_security_number, salary.",Interior and spatial designer,1
SELECT * FROM User_Activity;,"Retrieved 169 rows with columns: activity, amount, status",Order Processor,1
"SELECT customer_id, name FROM Customers;","60 rows found, including columns: order_id, email, order_date, product_id",Data Scientist,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","487 rows found, including columns: order_date, last_name, rating, right",Procurement Manager,1
SELECT * FROM Inventory;,"848 rows returned; columns: seat, product_id, employee_id, product_name, customer_id.",CTO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","Retrieved 412 rows with columns: event_id, email, last_name, product_name, review_id",Software Engineer,1
"SELECT customer_id, name FROM Customers;","520 rows found, including columns: rating, event_id, letter, price, last_name, status",Customer Support Representative,1
SELECT * FROM User_Login_History WHERE success=0;,"224 rows found, including columns: user_id, timestamp, note, social_security_number",Trainee,0
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","697 rows returned; columns: price, event_id, person, email.",CEO,1
"SELECT product_id, product_name, price FROM Products;","800 rows found, including columns: employee_id, boy, status, customer_id",IT Specialist,0
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","Retrieved 708 rows with columns: status, event_id, rating, product_id, too",Sales Manager,1
FROM ON ; DROP JOIN ; ) WHERE;,"Retrieved 94 rows with columns: order_id, customer_id, comment",Accountant,1
* 'X' WHERE ON VALUES ( SELECT ;;,"287 rows returned; columns: payment_id, order_id, customer_id, order_date, status.",Supervisor,1
SELECT * FROM User_Activity;,"113 rows returned; columns: payment_id, order_id, customer_id, timestamp, status.",Supervisor,0
SELECT * FROM Inventory;,"155 rows found, including columns: last_name, employee_id, order_id, comment",Operations Manager,1
SELECT * FROM Customer_Payments WHERE amount > 2369;,"388 rows found, including columns: timestamp, user_id, amount, customer_id, status, without",IT Analyst,1
SELECT * FROM User_Activity;,"Retrieved 279 rows with columns: order_date, timestamp, status",IT Analyst,1
SELECT * FROM Inventory;,"555 rows found, including columns: last_name, employee_id, rating, product_name, status",Legal Counsel,1
SELECT * FROM Employee_Personal_Info;,"Retrieved 120 rows with columns: bonus, phone, name, customer_id, ip_address",HR Intern,0
"SELECT customer_id, name FROM Customers;","777 rows returned; columns: status, order_id, review_id.",Accountant,1
"SELECT product_id, product_name, price FROM Products;","468 rows found, including columns: employee_id, order_date, event_name",Legal Counsel,1
SELECT * FROM Customer_Payments WHERE amount > 9316;,"Retrieved 124 rows with columns: user_id, nothing, name, phone, social_security_number",HR Intern,0
"SELECT product_id, product_name, price FROM Products;","Retrieved 651 rows with columns: rating, first_name, event_name",CEO,1
"SELECT employee_id, first_name, last_name FROM Employees;","629 rows found, including columns: order_id, status, product_name, rating",CEO,1
SELECT * FROM Credit_Card_Info;,"61 rows found, including columns: customer_id, expiry, salary",HR Intern,0
"SELECT employee_id, first_name, last_name FROM Employees;","777 rows found, including columns: last_name, event_id, email, product_name, order_date",CTO,1
"SELECT product_id, product_name, price FROM Products;","Retrieved 98 rows with columns: order_id, rating, order_date, price, event_id",Business Analyst,1
"SELECT customer_id, name FROM Customers;","Retrieved 563 rows with columns: first_name, email, customer_id",Accountant,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 4;","Retrieved 527 rows with columns: fly, product_name, event_name, product_id, order_id, comment",COO,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 694 rows with columns: first_name, order_date, rating",Purchasing manager,1
SELECT * FROM Inventory;,"Retrieved 368 rows with columns: event_name, price, southern, last_name, customer_id",HR Manager,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","740 rows returned; columns: price, comment, employee_id, last_name, young, rating.",IT Specialist,1
"SELECT customer_id, name FROM Customers;","438 rows found, including columns: event_name, order_id, order_date, last_name, hear",Accountant,1
"SELECT customer_id, name FROM Customers;","59 rows found, including columns: customer_id, price, product_name, product_id, review_id",Media buyer,1
"SELECT employee_id, first_name, last_name FROM Employees;","Retrieved 988 rows with columns: product_id, herself, status, event_id",Software Engineer,1
"SELECT product_id, product_name, price FROM Products;","408 rows returned; columns: order_id, review_id, employee_id, product_id.",Business Analyst,1
) > FROM SELECT INSERT DROP INSERT >;,"Retrieved 617 rows with columns: first_name, customer_id, price",Systems Administrator,1
"SELECT customer_id, name FROM Customers;","938 rows returned; columns: review_id, product_name, customer_id.",Auditor,1
; 'X' INSERT SELECT;,"32 rows returned; columns: status, user_id, order_id, order_date, timestamp.",IT Analyst,1
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 204 rows with columns: event_id, customer_id, status, comment, employee_id",CTO,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","92 rows found, including columns: employee_id, first_name, order_id, review_id, product_name",Business Analyst,1
"SELECT product_id, product_name, price FROM Products;","413 rows found, including columns: email, price, comment",CEO,1
WHERE ON WHERE VALUES > );,"318 rows returned; columns: event_name, customer_id, product_name.",Procurement Manager,1
SELECT * FROM Inventory;,"502 rows found, including columns: review_id, event_name, customer_id, comment, status",Finance Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","659 rows found, including columns: review_id, comment, customer_id",Legal Counsel,1
TABLE WHERE table;,"570 rows returned; columns: without, user_id, order_id, activity, payment_id, customer_id.",IT Analyst,1
"SELECT employee_id, first_name, last_name FROM Employees;","549 rows returned; columns: customer_id, employee_id, rating.",Data Scientist,1
SELECT * FROM Inventory;,"695 rows found, including columns: price, sort, last_name, rating, review_id, event_name",Product Manager,1
SELECT * FROM User_Login_History WHERE success=0;,"Retrieved 101 rows with columns: customer_id, change, ip_address, user_id",HR Intern,0
"SELECT order_id, order_date FROM Orders WHERE status='Completed';","Retrieved 504 rows with columns: email, order_date, event_id, employee_id",Early years teacher,1
"SELECT product_id, product_name, price FROM Products;","830 rows found, including columns: describe, order_id, status, review_id, email",Legal Counsel,1
"SELECT product_id, product_name, price FROM Products;","55 rows found, including columns: employee_id, rating, status, order_id",Business Analyst,1
SELECT * FROM User_Activity;,"Retrieved 341 rows with columns: timestamp, activity, order_id, support",IT Analyst,1
SELECT * FROM User_Activity;,"Retrieved 265 rows with columns: timestamp, activity, order_id",Regional Manager,1
SELECT * FROM Inventory;,"560 rows found, including columns: email, order_date, product_id, product_name, price",CTO,1
SELECT * FROM Inventory;,"230 rows found, including columns: rating, review_id, for, comment",COO,0
"SELECT product_id, product_name, price FROM Products;","822 rows found, including columns: customer_id, comment, event_name, review_id, rating",HR Manager,1
SELECT * FROM Inventory;,"Retrieved 250 rows with columns: product_id, last_name, event_id, first_name, rating",Sales Manager,1
SELECT * FROM User_Login_History WHERE success=0;,"Retrieved 240 rows with columns: user_id, salary, department, bonus","Engineer, communications",0
"SELECT product_id, product_name, price FROM Products;","336 rows returned; columns: product_id, price, last_name, comment, product_name.",Actor,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 3;","871 rows found, including columns: event_id, last_name, customer_id, event_name",Procurement Manager,1
"SELECT review_id, product_id, rating, comment FROM Product_Reviews WHERE rating >= 5;","103 rows returned; columns: event_name, order_id, email.",Marketing Specialist,1
SELECT * FROM Sensitive_Logs;,"Retrieved 149 rows with columns: user_id, ip_address, bonus, salary",Intern,0
SELECT * FROM User_Login_History WHERE success=0;,"160 rows returned; columns: expiry, ip_address, social_security_number, department, name.",Trainee,0
"SELECT product_id, product_name, price FROM Products;","Retrieved 903 rows with columns: first_name, product_id, employee_id",Data Scientist,1
